Review,Mark
"Сегодня 08 декабря вечером начались потери пакетов, а так же низкая скорость интернета 3 мб/с при тарифной 100 мб/с. Из-за чего получил бан в Counter-Strike на 7 дней. 

Так и не смог посидеть вечером в интернете. 
Большой минус. №договора - 302824",1
"второй месяц на тарифе 100 мбит, все отлично. эзернет конечно же. надеюсь, будут продолжать в том же духе. конкуренты будут и дальше нервно курить в сторонке.",0
"отвратительный интернет! каждый месяц сдирают деньги непонятно за что!!! когда звонишь проблему не устраняют! самый ужасный интернет, самое интересное что нет никакой реакции и всё как будто так и должно быть! я в шоке, что такая компания так просто наживается на людях и не выполняет свои обязательства!!! никакий действий не происходит!!!",1
"Аналогов ему для регионов нет. Крайне частые проседания пинга, проседания скорости, глючные роутеры и этот сайт… Как же он… Ну который открывается на 192.168.0.1… У меня были проблемы, для решения которых нужно было зайти на этот сайт и залогиниться… В договоре логин был, а пароль у всех один по умолчанию, но ничего не работает, просто «неправильный логин или пароль». Вообщем пришлось ждать 2 суток. Непонятно за что стягивают тонны денег за абсолютно непонятные «услуги». А поддержку по телефону ждали как-то раз 40 минут. Просто сидели на линии. Не рекомендую, конечно, но те, у кого была возможность слезть с «Ростелеком» уже слезли с него. Остальные живут в деревнях и пригородах с 8 мбит/сек за 500руб/мес. Для России это слишком много, тем более за 8 мбит, но бабушки покупают)",0
"Это просто самый ужасный провайдер, какой может быть. Скорость урезают! За что платим деньги, непонятно!",1
"Президент компании обратился и сказал, что всем увеличим скорость и поднимем ресурс для усиления.
По факту, раньше проблем не замечал — а сейчас вижу как скачет скорость и меняется разрешение трансляции с HD на 480.
Спасибо :)",1
"Доброго времени суток!
С начала своего подключения я был очень рад тому что выбрал данный провайдер, однако после месяца отличной работы начались какие-то сбои скорости!
Дело в том, что когда сетевой кабель подключаешь через роутер то интернет на автоопределении не работает, а работает только если выбираешь 10 мбит/сек (в параметре ""Скорость интерфейса WAN"") По началу я грешил на роутер мол неверные настройки, неисправность в оборудовании, но сомнения ушли когда я сдал свое оборудование в сервисный центр и они мне подтвердили что оно полностью исправно, остается одно неисправность сети. Однако Ваши сотрудники гоняли меня как пинбольный мяч, мол:""Эта не наша проблема, если напрямую все работает хорошо, то причина в роутере"" Но дело в том что может сигнал сам быть слабым из-за неправильного подключения или обгорания проводов где-нибудь в подъезде, мощность то у роутера поменьше чем у стационарного компьютера вот он и не может вытянуть 100 мбит/сек, а и вызов мастера платный 240 рублей!!! Какой-то ужас! 
p.s.
подыскиваю нового провайдера надеюсь хоть они все сделают правильно, ну или хотя бы кабель прозвонят бесплатно!!!",0
"классный провайдер, проблем никогда не было вовсе, мпасибо вам за то что вы есть, всегда с вами ваш клиент!!!",0
"Интернет наитупейший, обслуживание никакое. эта лживая контора держится только из-за потдержки государства, берегите свои деньги, не платите мошенникам как казахтелеком!!!",1
"Подключил безлимит без ограничения скорости (интернет М), первую неделю все было хорошо (на тестах до 5мбит выдавал)но потом началось. Скорость пляшет от 64 до 15кбит/с. Позвонил в службу поддержки и пожаловался, на следующий день пришло СМС с объяснением что мол в моем районе загружена сеть (неделю?).Очень обидно когда платишь за одно а тебе подсовывают другое и говорят-""так бывает!""",1
"Появились проблемы с интернетом, обрывы каждые полуминуты, или падает интернет - то снова подымаеться. Писал в ИТ-Центр, толку мало... скорость интернета только падает

при 2 мбит или вот
Входящая скорость	 989.88 Kбит/сек 
Исходящая скорость	 505.37 Kбит/сек 
Пинг	 не определен
Кроче задолбало. Но другого интернета нет пока, просто нереальная везучесть...",1
"Реальная скорость подключения совсем не соответствует заявленной.
У меня тариф Smart (1 Мбит/сек). При этом обычные страницы без тяжелой графики загружаются очень долго. Смотреть видео даже с российских серверов без задержек нереально. Вечером становиться еще хуже. Яндекс, мейл.ру и прочие страницы иногда грузятся по несколько секунд. До этого был на Webstream-е. Скорость была 512 Кбит/сек, но интернет был ощутимо быстрее, чем 1 Мбит у Энтера.
Служба поддержки - это вообще бессмысленная трата времени. Стандартные ответы службы поддержки:
- на каком сервере проверяете скорость. а надо на speedtest
- давайте проверим скорость сейчас
- 0.70 Mbps на спидтесте - это скорость в МегаБАЙТАХ
- у вас наверное антивирусные программы
- пришлите скриншоты по почте
и т.д.
1) очень смущает их любовь к сервису speedtest.net, учитывая, что скорость там всегда показывается намного выше, чем на куче других серверов (http://speed.yoip.ru/, http://www.2ip.ru, http://internet.yandex.ru/ и т.д.). И при этом все равно не дотягивает до заявленной, а именно чаще всего 0.70 - 0.89 Мбит/сек.
2) ""проверить скорость сейчас"", так это вообще бред. Им говоришь, что скорость падает к вечеру, а они свое.
3) Очень удивляет факт, что сотрудники службы поддержки не знают что Mbps - это Мбит в секунду (могли бы у гугла или яндекса спросить).
4) Почему-то те же антивирусные программы не мешают вебстриму, а энтеру мешают
5) Прислать скриншоты - не вопрос. Присылал. Но ответа не было уже две недели.
Сегодня позвонил опять. Он говорит шлите еще раз. Послал еще раз. Но думаю ответа не последует. Похоже руководству наплевать на своих клиентов.

Я вижу только один выход: переходить к другому провайдеру. обидно что они все равно на таком обмане зарабатывают деньги.",1
"Стабильная и качественная работа телевидения и интернета, технические проблемы возникают редко и ненадолго. Всегда помогают, если появилась какая-то проблема. Недорого и качественно.",0
"Если есть варианты кроме этого провайдера подключайтесь, хоть к Зимбабвийским пионерам, 3г модемы скоростнее и качественнее. Скоро в доме запустят Югрател, который я уже испробовал на работе, сразу же к ним лечу. Позорище с громким названием Ростелеком.",1
"Совершенно неконкурентоспособный провайдер, т. к. по соотношению цена/качество я повергнута в состояние глубокого уныния и дисфории. Цены высокие, при том, что скорость никогда заявленную не достигает. Техподдержка хамит. С каждым месяцем повышают абонентскую плату, пусть ненамного, но спустя некоторое время с момента обращения, платеж уже бьёт по кошельку. Дикие люди.",1
"НДА - отвратно стал ОГО работать. Комп без единого вируса, отлично работающий, Модемы пытался ставить разные. У знакомых те же проблемы со скоростью... В обшем получаем фактическую скорость намного ниже заявленной... 
Грустно и немного обидно. Но Увы, Увы - большинство украинских провайдеров работают не лучше.",1
Наихудший провайдер из всех существующих. Каждую ночь скорость падает в пять раз. Часто такое бывает и днем. К сожалению  в том районе где я живу другие провайдеры не подключают. Это одно и единственное преимущество .,1
"В Салехарде Ростелеком является монополистом среди провайдеров проводного инета и это не есть гут((( Конечно они стараются, но мне кажется не слишком. За 2000 рублей в месяц, инет должен просто летать, а любая неисправность устраняться за считанные минуты. Возникают ситуации когда срок устранения неисправностей доходит до 2-х суток. Самое обидно, что это ни как не компенсируется со стороны провайдера((( (обидно - да)",1
"Реальная скорость Ниже где то на 300-400 м заявленой, частые разрывы (По ложному тесту на их сайте можете ничего не доказывать). При возникновении проблем решают не оперативно (только с 2х и более звонков начинается движение) еще и затаскают по куче телефонов половина из которых не работает.К мнению пользователей не прислушиваются и ведут свою пофигистскую политику.Жалею что ушол с ADSL который сейчас поднялся,а ведь пол года назад имел те же проблемы.
Единственное что хорошо это удобство оплаты и все.",1
"Часто интернет пропадал, в течении примерно 1-2,5 месяцев с момента подключения. Сейчас более-менее, однако реальная скорость ниже заявленной примерно на 30%. Сейчас вот собираюсь перейти на другой и более выгодный тариф от другой кампании.",1
"Ну что говорить, если прочитав ответы провайдера, он только отвечает на положительные отзывы. а ответа для тех у кого проблемы нет.

 А так последнее время все очень плохо. После поднятия тарифов у подключенных к ADSL начались проблемы. После шести растет пинг до 500 и падает скорость. Служба поддержки отвечает что все отлично и все хорошо. 
 Ждем с нетерпением пояснение провайдера.",1
"Скорость скачивания: 307 Кбит/с, скорость закачки: 304 Кбит/с ВМЕСТО ЗАЯВЛЕННЫХ 16 Мбит/с, ЧТО ДЕЛАТЬ И КАК С ЭТИМ БОРОТЬСЯ, МЕНЯТЬ ПРОВАЙДЕРА ИЛИ ЧТО, А КАК С ДРУГИМИ ПРОВАЙДЕРАМИ?",1
"Всё очень здорово, успехов компании. Я очень доволен всем. Всё быстро и оперативно. Конкурентов просто нет.",0
"На УТ уже около 4х лет. После последних изменений тарифных планов Укртелеком стал лагать практически каждый вечер, youtube сложно вечером нормально посмотреть. УТ не входит в UA-IX поэтому трафик от УТ к другим укр провайдерами и в Россию ходит через Франкфурт и пинги 200+. В онлайн игры не поиграть нормально. Торренты качаются по тарифной скорости но потом аплодить нужно, а на adsl'e скорость аплода до 3.5Mb/s, а чаще всего чуть больше 1Mb/s и annexM не спасет... УТ хорош только тем что работает без падений, но лагает часто.",1
Это просто наглеж. Плачу за 512 Кбит/с а получаю реальную скорость 100 с лишним это просто ужас буду искать провайдера лучше даже может на билайн перейду там и то скорость лучше и не отключают резкого!!!,1
"Подключаешь услугу внешний СТАТИЧЕСКИЙ IP
Платишь за нее
и в уже который раз БЕЗ ПРЕДУПРЖДЕНИЯ они меняют IP адрес
О том, что сменили - надо догадываться самому.
Им плевать, что у вас встала работа и вы потеряли доступ к куче сервисов.
Откатить адрес назад они не дают.
Я им оставляю заявку на возврат средств, ведь адрес изменился, значит он уже точно не статический!!! УСЛУГА НЕ ОКАЗАНА

Дают отлуп. «Мы имеем право менять статический адрес когда захотим». Тогда в чем разница с динамикой?
Работа и вы потеряли доступ к куче сервисов.
Откатать адрес назад они не дают.
Я им оставляю заявку на возврат средств, ведь адрес изменился, значит он уже точно не статический!!! УСЛУГА НЕ ОКАЗАНА

Дают отлуп. «Мы имеем право менять статический адрес когда захотим». Тогда в чем разница с динамикой?

Сегодня подал заявку на расторжение. Если Вы уперлись в свои 130 рублей – ваше право
Потеряете больше. Как минимум я вам больше платить не буду",1
"Сегодня подключился. Просто замечательно! До этого сидел на СТриме была скорость 3мб(из заявленных 10)

А тут 20мб заявлено 20 и есть =)",0
"Нормальный провайдер, за 380р безлимитный тариф, скорость до 2Мбит/с для внешки я считаю очень хорошо для нашего города. Пользуюсь несколько лет,непомню что бы связь обрывалась или были какие то проблемы. В локальных ресурсах очень много всякого контента.",0
"Тариф звезда 2. В игре на серверах пинга меньше 100 нет, просто бред, играть невозможно. В тех.поддержку скоро позвоню, если не помогут, буду менять провайдера. По вечерам бывает сложно даже вконтакте зайти.",1
"Бесконечные разрывы, вылеты, тормоза, постоянные обращения в тех.под. Результат на месяц, а то и меньше! Скорость совершенно не та, что была указанна в договоре. Плата за услуги очень велика по отношению к скорости. Я устала ругаться каждый месяц за разрывы. Всё спихивают на плохое соединение шнуров, но все у меня прекрасно с ними! Мне такие отмазки не нравятся и ждать мастера неделями тоже не устраивает. Из-за длительных обрывов я не могу стабильно выполнять свою работу, что влечет за собой проблемы. Спасибо,  Domolink!",1
"Мне по душе лучше мегафон!На билайне связь пропадает!Скорость себя не оправдывает!Фигня полнейшая!Если бы был мегафон 3G,то и не парился бы тогда,а пока только 3G билайн есть!МТС и мегафон пока не ввели 3G сеть.",0
"Вот так в Доме днем, а  вечером, когда подключений много, то 1 - 2 Мб\с ...",1
"НУ что могу сказать, работают оперативно, оставил заявку пришли в тот же день и сделали. Скорость получения не ниже сорока, передачи около десяточки, пока все устраивает, нареканий нет!",0
"Сидел 3 года, сейчас думаю сменить, при заявленной скорости 40Мбит/сек (вроде держат)в последние месяца 3 очень частые разрывы соединения, в плоть до 2-х суток, в последний раз при открытом периоде еще 8 суток(подтвержденном их операторам) не предоставляют интернет, при открывают новый период путем самовольного внесения обещанного платежа.
Кроме того по вторникам средам и четвергам после 22-00 интернет пропадает до 7 утра и в службу поддержки не прозвонишься
Думаю пора менять оператора
вот думаю на кого.",1
Интернетом не доволен. Скорость не постоянна сейчас например в 10 раз меньше установленной и это бывает систематически.,1
"Очень хороший  интернет провайдер, скорость 59-60мб/сек служба поддержки удобная, удобный и быстрый интернет с личным кабинетом !",0
"Спидилайн я решила подключить по совету. На моих глазай на молниеносой скорости друг скачивал фильмы, игры, смотрел трансляции лучшего качества. Но платил за свои 100mb1050 рублей.
В моем бюджете было не больше 600 рублей и я подключила тариф 32мб/с (32 мегабита мне предоставили по акции, а так беднягам вроде меня за 600р предназначается 16мб, если вовремя баланс не пополнить).
Мастера опоздали на полтора часа, вот делать больше нечего, как их ждать. Провод провели, начали комп настраивать.Настраивали-настраивали, да не настроили. Но сделали вид, что все путем, взяли 600р и ушли.
В нижнем правом углу смотрит на меня иконка, намекая, что инета нет. А через час я поняла что и не будет.
Позвонила в службу поддержки, благо открывался их сайт, и выяснилось, что эти чудомастера вообще не настроили мне компьютер. Просто ушли.
Меня переключили на какого-то толкового парня и он помог мне ввести все настройки. Говорит, тех горе-настройщиков казнят, а мне со дня на день стоит ждать звонка из какого-то там центра, чтобы уточнить подробности.
Прошло две недели - звонит телефон.
-Здравствуйте, это Спидилайн. Звоним поинтересоваться, интернет работает?
-Да.
-Вот и ладненько. Досвидания.",1
"Надоели постоянные аварии и сбои, о которых они никогда не предупреждают, даже своих своих абонентов в деловых центрах города. Я уже не говорю а том что несмотря на не оправданную и дорогую стоимость подключения и абонентской платы, они не в состоянии предоставить даже заявленную...половина от заявленной скорости - день удался...",1
"Я давний клиент компании Netbynet (была до сегодняшнего дня) - лет 10. Но последние 2 месяца полный ужас!  Хроника событий: 
- 19 апреля меня отключался интернет. 4(!) звонка провайдеру с переключениями на 5 человек всякий раз, и наконец ясно, что проблема вне квартиры. 
- 24 пришел мастер и выявил, что надо перетягивать кабель. Сказал, что диспетчер перезвонит и назначит время Никто не перезвонил
- 29 апреля я дозвонилась сама, время назначили на 18 мая
- Накануне прихода мастера звоню подтвердить  заявку. 4 человека 30 минут ищут заявку и уверяют, что заявки нет! Я требую, чтобы мастер пришел в назначенное 2 недели назад время. Мне наконец подтверждают
- В субботу 18 мая никто не пришел! Звоню в ярости в компанию, ругаюсь с 4 или 5 людьми, которые перекидывают мой звонок другим или сбрасывают его. последняя девушка сообщает мне, что технической возможности найти мою заявку нет! Повторяет это раз 30. )) Ругань действует, мне перезванивают через 2 часа и назначают время на 25 мая в 16.00
- 21 мая мне почему-то снова звонят из компании и  хотят назначить время на другой день
- 25 мая приходит мастер не в 16.00, а в 12.00, БЕЗ кабеля ( т.е. сделать не может ровным счетом ничего).

ФИНАЛ: В ответ на мои ""комментарии"" говорит, что САМ ХОЧЕТ УВОЛИТЬСЯ из этой прекрасной компании. 

Вообще основная проблема клиента  - невозможность поговорить с мало-мальски разбирающимся человеком. Раньше в техподдержке отвечали айтишники, а сейчас мальчики-девочки, заучившие наизусть вежливый текст и совершенно ни в чем не разбирающиеся!   Даже подключения вай-фай роутера заняло у меня 2 дня и 5 звонков. Диспетчера упорно посылали меня на сайт, пока наконец один вменяемый инженер не объяснил, какие настройки я должна вводить (на сайте их не было).",1
"Могу сказать, что мне очень повезло, что в моем доме есть ТТК, за 5 лет пользования серьезных проблем не возникало (раз в год бывают проблемы, которые решаются довольно оперативно, не более суток без инета). В сравнении с другими провайдерами нашего города могу сказать, что ТТК - лучший выбор. Очень доволен их услугами и очень им благодарен!",0
"У меня тариф Шквал 2008 - анлим с заявленой скоростью до 7мбит/с. пару раз тестировал скорость на этом сервере. вот результат: 1.7 - 3.4 Мбит/сек. где мои обещеные 7 мбит ? а в целом провайдер норм. иногда интернет слетает, иногда проблемы в велнете с оборудованием, и сидишь без инета, но это не часто, жить можно.
но вот скорость правда огорчает, не могу играть с комфортом в ММОРПГ-шки, думаю сменить провайдера",1
"Купил модем йота около года назад,и почти сразу начались проблемы с интернетом! очень низкая скорость подключения,частые обрывы интернета,вечером это вообще ад,страницы открываются по 5 мин! В службе поддержки постоянно отправляют на спидтест!что там можно тестировать если и так все очевидно-скорости нет! или советую положить модем на окно,за окно,в окно! Вообщем чтобы посмотреть фильм или послушать песни, делаю я круг почета по квартире с модемом в руках! Оставлял я за все время кучу жалоб в центре ""неподдержки"" ответ один, что помнят про меня и делаю все возможное!  Скажите УВАЖАЕМЫЙ провайдер сколько ЛЕТ вам надо что бы установить еще несколько станций и разгрузить сеть?  P.S.Хвать уже уважаемый провайдер пудрить людям мозги! не будет не каких новых станций,я год жду!",1
Вообще за что провайдеры получают деньги? Скорости совсем нет!!!! Последние 2-3 месяца вообще невозможно что-то сделать!!!!!,1
безобразная низкая скорость интернета. разбирался неделю. безрезультатно. персоналу безразлично наличие клиентов…,1
"Отличный провайдер, пользуюсь уже более 4 лет, нареканий не вызывает. Служба поддержки всегда отвечает быстро и оперативно, ни разу не расстроили. Цена спорная но меня устраивает.",0
"Не советую.    
Низкая скорость загрузки файлов,        
Высокая абоненская плата,       
Навязывание различных не нужных услуг.   
Работает очень плохо....",1
"Провайдер	        Beeline UA
Входящая скорость	4.93 Mбит/сек 
Исходящая скорость	1.38 Mбит/сек 
Пинг	                не определен 
Время проведение теста	12 декабря 2010 20:40

при обещанных 10 Мбит.",1
"УЖАС КАКОЙ ТО !!!!! скорость никакая, все время 0.00 Мбит\с. Постоянно приходится перезагружать. За то 450р!?!???!?
Ходила по кафе, ловила вай фай, чтоб хоть как то подготовиться к сессии. Отвратительно",1
Явно лучше в последнее время стали работать. Но сапорт у них тупоголовый. (у вас вирусы поэтому и тормозит - это стандартная фраза),1
"Дом.ру в принципе довольно неплохой провайдер, если сравнивать его с Уралсвязьинформ, которым я пользовался ранее. Немного портят настроение лишь редкие перебои в связи во время грозы. Скорость соединения меня тоже вполне устраивает",0
"Не представляю как можно ""это"" называть провайдером скорость вместо обозначенных 40мб/сек около 5мб/сек и то если подключатся через шнур и сидеть под модемом ,поскольку модем поставили вообще под дверью и wi-fi до комнат доходит средним сигналом .Позвонив в поддержку я узнал ,что скорость у меня сейчас целых 10мб/секунд вот это да! Конечно ведь тестируем мы через Екатеринбург вместо нормальных серверов в Европе или по меньшей мере в Москве в общем я недоволен по сравнению с поволжским Уральский Ростелеком плохой",1
Подключение очень быстро в течении 30 минут. Скорость соответствует пакету подключения.,0
"Начиная с субботы интернетом невозможно пользоваться. Провисает, пропадает и все. Провайдер ничего не предпринимает.",1
"Обеспечить скорость НЕ СПОСОБНЫ!! Любой независимый тест показывает, в лучшем случае, лишь 50% от заявленной (проплаченной) и даже ночью. Я давно на Дом.ru и наблюдаю ухудшение с тех пор, как подвесили на ""I-нет"" еще и телевидение! Служба поддержки - ни какой поддержки! На любое обращение, ответ типа ""сам дурак"". Полное впечатление, что у них нет аппаратных ресурсов для обеспечения своих обязательств по договорам!",1
"Купил в связном свисток с этим провайдером, не работает в городе вообще нигде, разводилово, техподдержки вообще не существует, периодически ловится и сразу разрыв, и так до бесконечности, хотел сдать обратно - нельзя, ругаться просто не хотелось, нервы дороже... корочь плюнул, теперь лежит электронным мусором, так ещё за месяц вперёд заплатил тыщу + модем 2 штуки = три тыщи в трубу",1
"плачу штуку в месяц за 1024 кбит/с, где эта скорость??? такое ощущение, что над нами эстонцы уже смеются!!!! Обрывы, срывы, порой 10 минут картинку открывает...а плачу, такое ощущение, что за глаза красивые...ДОРОГО!!!!  ЛЮДИ!!!!!! Давайте Медведеву коллективное письмо писать!!!!
ОБЪЕДИНИМСЯ В ОБЩЕМ ДЕЛЕ:
Leshiy13_rom@bk.ru",1
"Уже пол месяца онлайн не поиграешь подключил тариф от 3 мегабит + акция ускоряйся больше 2 мегабит не вижу, ютуб жестко тормозит за что плачу не знаю.",1
"Прикольно, сижу на ХИТ-е, ИП воин гамаю... Уже 30 очков... А так провайдер отстой... Тупой лимит ненавижу его...Хотя если качать с megatorrnets.kz все норм)",1
"Согласен с ниже следующими отзывами полностью, скорость это какое то издевательство.Тариф 4U. Скорость должна быть 6600, сейчас от силы 1700 за что плачу, неизвестно... (я всё могу понять, но чтоб так прыгала....) как сайгак по горам... А ведь два месяца назад, была более-менее приемлемой от 6000 до 6800, дозвонился днём за 10 мин. (вечером можно и не звонить после 21.00ч. ждал из-за принципа 40 мин. и не дождался) хотя должны работать круглосуточно,оставил заявку, сказали в течении 5 раб дней перезвонят, жду... . Позвонили на 9 день и говорят да, наша вина, проблема с оборудованием, после вопроса с моей стороны ,-Когда исправят. Последовал ответ,-В ближайшее время. Хорошо, жду... два дня назад, звоню. спрашиваю, когда исправят? ответ меня шокировал,-Не знаем.., говорят. А другого провайдера у нас нет, ""вешалка"" короче. Видать у нас появился новый вид лохотрона?!",1
"Билайн ужасный 3г интернет нафига они его такой делаю не понятно, на все мои заявления по фиговой скорости тупо говорят что 1Мбит/с это приемлемая скорость??? О чём можно дальше говорить, всё делают через одно место. Я им говорю а представ те за вами заезжает такси вы платите и он вас везёт со скоростью 1-2 км/ч, и говорит вам а это приемлемая скорость а что вы хотели)))))))",1
"Хороший провайдер скорость отличная. Но после 2-х месяцев использования ощутил первый сбой =).Впринцепе черт с ним, работать можно, но мой игровой сервер оказался не в том месте и не то время удар пришелся именно по нему. Но провайдер хороший однозачно ).",0
"Я живу в Кировском районе города Кемерово, который считается отдаленным. Почти у всех провайдеров, включая сотовые операторы, в нашем районе имеются проблемы с покрытием. Скорость всегда остается ниже заявленной, а то и вовсе частые перебои со связью. У другого провайдера я платил сумму 800 рублей в месяц и скорость по пятницам и в выходные была очень медленной, или же интернет вовсе отключался. Ростелеком стал идеальным решением для меня. Провайдер держит скорость даже в так называемый «час-пик», когда большие нагрузки на сеть. У своей жены в другом районе переходили с другого известного провайдера (являющимся лидером на рынке) на Ростелеком, и через Speedtest сравнили скорости у двух провайдеров. Ростелеком оказался быстрее в 6 раз. А платить за него нужно уже не 800 рублей, а 552 рубля, плюс кабельное ТВ. Для нас эти условия оказались очень выгодными — стабильная скорость без перебоев за меньшие деньги. Единственное замечание есть к вопросу о подключении платных услуг. Нам подключили пакет каналов, который был бесплатным в течение двух недель. В итоге по истечению второго месяца нам выставили счёт несколько больший, чем заявленные 552 рубля, а информация о подключенной услуги в полном объёме предоставлено не было. Компенсации не последовало, потому что «условия о платных услугах прописаны в договоре». Поэтому чтобы не было сюрпризов, проверяйте наличие услуг в личном кабинете и читайте договор. Интернет рекомендую всем, но в первую очередь людям, находящимся в труднодоступных местах, окраинах, загородных домах. Везде, где проблемы с покрытием, Ростелеком выигрывает у своих конкурентов.",1
"Просто молодцы интернет работает идеально,у меня был провайдер прокк там постоянно какие-то были проблемы что у киевстара вообще отсутствует уже 2 года с киевстаром и очень доволен плачу всего 75 гривень в месяц!",0
"Это самый паршивый интернет-провайдер!!! Первую неделю подключения услуги хай-вей интернет просто, летал, спустя неделю я не могу зайти даде в соц.сети!!! Дорогой билайн за что я плачу деньги?!?!?!",1
"У меня ""Турбо"" якобы,до этого был ""Хит"",разница только в трафике,а странички еще хуже стали открываться
Я за што вам бабаки плачу [ЦЕНЗУРА]!!! Я имею право вас так назвать!!! Я вам по 6 штук в месяц плачу и не вижу никакого сервиса,постоянно слетает,то есть,то нету нЭта,я работаю на бирже и из-за ваших косяков я несколько раз терял деньги и большие
КОГДА ЭТО ПРИКРАТИТСЯ??????",1
